,Lot Frontage,Lot Area,Overall Qual,Year Built,Year Remod/Add,Total Bsmt SF,1st Flr SF,Gr Liv Area,TotRms AbvGrd,Garage Yr Blt,Garage Cars,Garage Area,SalePrice,Garage Car Means,Exter Qual Means,Foundation Means,Bsmt Qual Means,Garage Finish Means,Interaction,Overall Qual Projections,Neighborhood Projections,TotRms AbvGrd Projections,Neighborhood * Total Rooms Projections,Neighborhood * Overall Quality Projections,Overall Quality * Total Rooms Projections
162,50.0,3000,5,1922,1950,1040.0,1088,2128,11,1927.1899845121322,0.0,0.0,62500,105669.15044247788,143270.97834803528,129050.19004524886,139988.4611048478,106065.99122807017,1931.689567191383,181316.5704760789,140108.50135278996,112548.21512829515,15768961751.556837,25403992959.830936,20406856380.26642
163,36.0,2448,7,2003,2004,764.0,764,1626,6,2003.0,2.0,474.0,154000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2320.1856085458703,220366.75904720096,203278.598259089,223281.7692868597,45388405077.44215,44795845882.01343,49203879852.07013
164,73.0,7100,5,1957,1957,816.0,816,816,5,1957.0,1.0,308.0,129900,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1690.2680435795119,96526.89704706293,117405.39743280417,106835.67349263767,12543084706.404427,11332778710.765795,10312516056.177465
165,36.0,2592,5,1976,1976,536.0,536,1112,4,1976.0,1.0,336.0,85000,126870.46666666666,143270.97834803528,148415.5307068366,202537.58217592593,140718.148409894,1823.3186029635917,143255.59509745208,116551.14609765285,131287.74866775572,15301737575.807524,16696603793.509338,18807704564.404068
166,0.0,5700,7,1926,1950,572.0,572,1111,5,1982.0,1.0,288.0,116900,126870.46666666666,143270.97834803528,227676.4838012959,139988.4611048478,140718.148409894,2051.837394450808,100240.22209166508,159829.4916783094,174567.57644414614,27901047006.582294,16021343742.63167,17498692632.76493
167,24.0,2289,6,1978,1978,855.0,855,1441,7,1978.0,2.0,440.0,148500,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1991.2189590552355,147537.34590840948,132274.32013687375,151967.54236640365,20101403349.3876,19515402124.833637,22420887864.962967
168,60.0,12180,4,1941,1950,672.0,672,924,5,1941.0,1.0,280.0,80000,126870.46666666666,143270.97834803528,129050.19004524886,202537.58217592593,140718.148409894,1594.5879884836215,112869.584455541,93843.82319283686,88912.16257963263,8343857264.81581,10592113327.494757,10035478843.406637
169,0.0,7400,5,1984,1984,1060.0,1126,1126,5,1984.0,2.0,506.0,152000,184125.95686619717,143270.97834803528,227676.4838012959,202537.58217592593,140718.148409894,1826.5676952655072,144396.70907560358,143146.6485781991,132368.35417498453,18948086277.9611,20669904969.893875,19113554728.621696
170,68.0,8842,5,1954,1954,381.0,992,992,6,1954.0,1.0,319.0,155891,126870.46666666666,143270.97834803528,148415.5307068366,107077.42608695652,140718.148409894,1700.1017218073475,99980.58399704956,110790.65462581895,111490.47802516911,12352103044.953968,11076914350.904799,11146883103.066628
171,60.0,8850,6,1920,1950,768.0,752,1376,7,1977.0,2.0,576.0,165000,184125.95686619717,143270.97834803528,227676.4838012959,139988.4611048478,140718.148409894,1978.5924370383634,142632.6464558112,149549.29390191194,148834.18543805077,22258047340.726715,21330611564.827606,21228613752.124138
172,92.0,9215,7,2009,2010,1218.0,1218,1218,4,2009.0,2.0,676.0,204500,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2229.5974147209304,179814.7991620052,182709.50360770297,186227.32858784928,34025502764.474533,32853872696.20877,33486429688.500866
173,79.0,9480,5,1942,1995,728.0,888,1644,7,1942.0,1.0,312.0,146500,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1866.6785505899734,158484.04591715088,148391.73196693856,121061.9967851988,17964599378.3316,23517722062.773838,19186395057.32742
174,82.0,11880,7,1978,1978,1271.0,1601,1601,7,1978.0,2.0,478.0,157000,184125.95686619717,143270.97834803528,148415.5307068366,202537.58217592593,204792.03626943004,2225.929357301632,178172.78698532542,212483.9493999888,210212.51683515258,44666785790.444855,37858857454.24487,37454149983.71877
175,60.0,10800,7,1890,1999,1313.0,1313,2495,10,1950.0,2.0,342.0,184000,184125.95686619717,143270.97834803528,129050.19004524886,139988.4611048478,140718.148409894,2288.3629934853757,206121.31099390372,198652.65774544684,228716.1283486277,45435066765.70363,40946546246.914764,47143268220.66909
176,0.0,7861,6,2002,2003,783.0,807,1509,7,2002.0,2.0,393.0,183200,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2149.2822641332555,208936.12261478306,181747.06275035228,191192.02171414252,34748588367.84698,37973526587.68427,39946919691.83435
177,0.0,11616,5,1962,1962,1092.0,1092,1092,6,1962.0,1.0,288.0,139000,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1763.6301273109377,122292.40058874406,133048.73977788672,122943.6420807566,16357496642.548227,16270849782.744888,15035073127.179058
178,96.0,10542,7,1993,1994,1311.0,1325,2418,9,1993.0,3.0,983.0,341000,309382.74524714827,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2444.632769144696,276075.74331266177,252105.88940010144,273704.1638883844,69002431669.59229,69600320809.6327,75563080493.25632
179,21.0,1680,6,1971,1971,483.0,483,987,5,1971.0,1.0,264.0,96000,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1887.7120557829262,107330.68795925546,104302.67229992924,143822.3778155891,15001058342.696003,11194877573.940184,15436554754.883139
180,80.0,8546,4,2003,2004,1121.0,1121,1121,5,2003.0,2.0,440.0,140000,184125.95686619717,143270.97834803528,227676.4838012959,202537.58217592593,204792.03626943004,1639.666075604083,132072.06456770288,101083.93042520946,97356.53048505713,9841180753.991299,13350363385.87545,12858077980.31
181,90.0,7407,6,1957,1996,912.0,1236,1236,6,1957.0,2.0,923.0,149700,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1949.241180816939,131231.32072811454,142989.41239714422,156406.371539857,22364455161.653572,18764689439.01427,20525414707.46762
182,78.0,10140,5,1975,1975,1056.0,1074,1074,6,1975.0,2.0,495.0,153500,184125.95686619717,143270.97834803528,148415.5307068366,202537.58217592593,204792.03626943004,1814.2892563094908,140084.3975065139,121972.97350262849,132076.6796681837,16109785349.482521,17086510505.193695,18501882095.978348
183,80.0,14584,1,1952,1952,0.0,733,733,4,1952.0,2.0,487.0,13100,184125.95686619717,89801.19230769231,108810.67647058824,107077.42608695652,140718.148409894,604.141116131467,43944.16061935477,-26232.35269816112,-33577.110232635634,880806598.2075328,-1152758720.3915567,-1475517925.1967208
184,65.0,8158,7,2003,2003,884.0,884,1768,8,2003.0,2.0,543.0,224900,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2346.4409867005434,232120.0239787932,228934.58131971193,242504.2832602355,55517616556.41884,53140300505.506516,56290100045.32593
185,62.0,7500,7,2005,2005,1257.0,1266,1266,6,2005.0,2.0,453.0,176000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,140718.148409894,2241.715622831517,185239.5357466712,186370.1484487548,209134.87526832015,38976497749.56864,34523119775.68553,38740047203.14161
186,85.0,10678,8,1992,2000,1683.0,2129,2872,9,1992.0,2.0,541.0,285000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2640.127373180274,344464.8248036057,340001.3748509201,326161.8552206308,110895479198.94124,117118514021.00726,112351286316.19359
187,49.0,15256,8,2007,2007,1485.0,1464,1464,6,2007.0,3.0,754.0,282922,309382.74524714827,230802.4849354376,227676.4838012959,202537.58217592593,140718.148409894,2416.8315270415824,212526.05339809452,239268.82170826773,240705.49574528268,57593320345.67824,50850858378.87046,51156189041.97676
188,88.0,14200,7,1966,1966,924.0,1216,2157,8,1966.0,2.0,487.0,226000,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,239800.66404715128,2245.796483748403,187066.34011500218,214983.429388,217445.72132531082,46747226876.26268,40216163320.98516,40676775261.99258
189,82.0,12438,8,2006,2006,1234.0,1264,2576,10,2006.0,3.0,666.0,361919,309382.74524714827,374460.3086419753,227676.4838012959,329506.6195652174,239800.66404715128,2813.906505437505,447145.66550179734,422188.1797278212,385510.9273325284,162758156675.70453,188779614591.38904,172379540160.31845
190,59.0,16023,9,2005,2006,1398.0,1414,2798,11,2005.0,3.0,670.0,457347,309382.74524714827,230802.4849354376,227676.4838012959,329506.6195652174,239800.66404715128,2867.496744395368,433763.5178118583,449466.60753576516,463981.6601372896,208544262740.7199,194962216823.6754,201258317101.33682
191,155.0,20064,8,1976,1976,966.0,1743,1743,5,1976.0,2.0,529.0,279000,184125.95686619717,230802.4849354376,148415.5307068366,202537.58217592593,239800.66404715128,2474.62841100173,246676.48652362786,299735.97825597157,253767.984423389,76063395061.19066,73937818000.90558,62598594789.744316
192,0.0,9819,6,1977,1977,1567.0,1567,1567,5,1977.0,2.0,714.0,196000,184125.95686619717,143270.97834803528,227676.4838012959,139988.4611048478,204792.03626943004,2014.1511943545534,156445.24008299885,178413.34866267108,167507.912671817,29885647627.273148,27911919165.543358,26205815613.744415
193,80.0,10400,7,1976,1976,1090.0,1370,1370,6,1976.0,2.0,479.0,152000,184125.95686619717,143270.97834803528,148415.5307068366,202537.58217592593,204792.03626943004,2178.9576094118793,157145.80371371092,202155.85276688775,197820.60068830958,39990592227.003204,31767943958.48319,31086677286.293484
194,91.0,11643,5,1969,1969,1248.0,1338,2634,12,1969.0,4.0,968.0,200000,229653.84615384616,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1985.4379415708906,200193.5415215671,169251.7038607132,128522.65126204208,21752677710.796864,33883098004.435665,25729404721.88951
195,78.0,11645,8,2005,2006,1570.0,1590,1590,6,2005.0,3.0,754.0,294900,309382.74524714827,230802.4849354376,227676.4838012959,329506.6195652174,239800.66404715128,2541.538163665274,286211.4385351914,268304.42090709315,263188.1246850404,70614537383.24359,76791794273.17062,75327451771.48473
196,61.0,7328,7,2008,2009,1450.0,1450,1450,6,2008.0,3.0,788.0,224243,309382.74524714827,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2284.2634557258393,204286.14590501998,212501.11741574982,216805.57480005728,46071426906.976105,43411034277.37365,44290375286.62622
197,72.0,7822,6,1915,1950,832.0,846,1338,7,1974.0,2.0,528.0,92000,184125.95686619717,143270.97834803528,129050.19004524886,107077.42608695652,140718.148409894,1926.3535565397672,122340.75544707218,147129.54231212038,135870.75355071438,19990601783.519512,17999939355.04678,16622530632.557362
198,65.0,9018,7,2007,2007,728.0,728,1456,8,2007.0,2.0,400.0,179540,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2285.5582530116426,204865.76412430828,206783.1881820694,227345.64361116962,47011257005.22217,42362795854.98028,46575338998.73493
199,103.0,13472,10,2003,2003,2392.0,2392,2392,8,2003.0,3.0,968.0,386250,309382.74524714827,374460.3086419753,227676.4838012959,329506.6195652174,239800.66404715128,3041.9352574773916,417505.88695192983,476179.2351673639,415669.09354236803,197932991045.71625,198807633926.64185,173544293577.91104
200,0.0,1533,4,1970,1970,530.0,530,992,4,1970.0,1.0,297.0,106500,126870.46666666666,143270.97834803528,148415.5307068366,202537.58217592593,239800.66404715128,1611.1500070944885,119924.71596860977,90010.41394365553,102596.97476580102,9234796168.03653,10794473326.409882,12303913058.027311
201,85.0,11003,10,2008,2008,1017.0,1026,2007,10,2008.0,3.0,812.0,310000,309382.74524714827,374460.3086419753,227676.4838012959,329506.6195652174,239800.66404715128,2973.3541726065628,360276.98021309153,407382.1048624171,433081.80272847763,176429776373.1373,146770394532.68463,156029404072.25775
202,83.0,10790,7,1998,1998,1066.0,1108,2385,8,1998.0,3.0,600.0,252000,309382.74524714827,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2440.3228245022688,274146.3892228245,250168.11378485558,265879.0705373687,66514465571.2041,68582685092.802864,72889787157.74028
203,53.0,7128,7,1941,1950,918.0,918,1646,7,1941.0,1.0,240.0,164000,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,2166.7449658664536,151678.79294514045,216016.08552938187,195525.50938322203,42236655158.10205,32765059109.830864,29657073253.23085
204,64.0,7713,7,2007,2007,728.0,728,1456,7,2007.0,2.0,400.0,177594,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2285.5582530116426,204865.76412430828,206783.1881820694,225009.83103246926,46528250233.20273,42362795854.98028,46096810969.94831
205,52.0,6240,5,1936,1980,528.0,548,1040,5,1979.0,2.0,624.0,123900,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,239800.66404715128,1751.343284323681,117977.137439142,118821.68815746749,118276.74909502354,14053842997.247911,14018242634.504414,13953952283.838505
206,86.0,22420,6,1918,1950,1370.0,1370,2624,10,1918.0,3.0,864.0,239000,309382.74524714827,143270.97834803528,129050.19004524886,202537.58217592593,140718.148409894,2222.3920272868427,237335.1872851521,229165.28608495882,209033.82964523337,47903297372.08445,54388986092.22916,49611083107.78404
207,85.0,15300,5,1965,1977,1068.0,1264,1264,7,1965.0,2.0,528.0,169000,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1800.4686393340176,135230.45746667782,146091.24922790282,104631.55902234827,15285755166.237906,19755986464.967743,14149373592.043858
208,0.0,3196,7,2003,2004,1374.0,1557,1557,7,2003.0,2.0,420.0,234000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2306.5883321274223,214279.91500509117,198517.03989904356,230228.58755252967,45704297701.06598,42538214436.62935,49333362172.49825
209,72.0,9360,6,1977,1977,957.0,1287,1287,5,1977.0,2.0,541.0,173000,184125.95686619717,143270.97834803528,148415.5307068366,202537.58217592593,204792.03626943004,2021.4070886021404,159263.75023937423,179510.8913953295,168867.1416103863,30313491117.86178,28589577772.43319,26894414265.0736
210,0.0,11241,6,1970,1970,1004.0,1004,1004,5,1970.0,2.0,480.0,149000,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,239800.66404715128,1892.3823111863503,109144.82166052808,152906.57259702304,144697.2453478653,22125159850.37262,16688960596.824669,15792955038.262434
211,81.0,9260,7,2007,2007,1162.0,1162,1162,6,2007.0,2.0,483.0,170000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2214.8413477714403,173209.220556968,196771.51878482575,204289.86965707986,40198427924.777695,34082641396.530457,35384889090.9874
212,90.0,7993,7,2008,2009,1436.0,1436,1436,6,2008.0,2.0,529.0,225000,184125.95686619717,230802.4849354376,227676.4838012959,329506.6195652174,239800.66404715128,2372.082146921885,243598.3332021244,225751.0156118095,232637.8921617522,52518240425.30618,54992571121.72356,56670202770.2584
213,94.0,9239,5,1963,2003,960.0,960,960,6,1963.0,1.0,300.0,144900,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,239800.66404715128,1731.187363856589,110898.17493199825,127843.51693183396,117094.72631915646,14969801626.811543,14177612704.628403,12985591442.956272
214,60.0,10044,5,1968,1968,1196.0,1196,1196,6,1968.0,1.0,336.0,144000,126870.46666666666,143270.97834803528,148415.5307068366,202537.58217592593,204792.03626943004,1842.2305053404018,149897.64590742515,133618.3232186794,137114.0437659016,18320948617.73239,20029072100.577488,20553072381.35631
215,43.0,3182,8,2004,2005,1256.0,1269,1269,6,2004.0,2.0,430.0,192000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2369.474235839737,184544.0603323407,225743.82048302202,232167.72715084956,52410429719.892624,41659681226.87191,42845175046.5488
216,60.0,7626,5,1952,2005,1031.0,1031,1031,5,1952.0,1.0,230.0,145500,126870.46666666666,230802.4849354376,148415.5307068366,139988.4611048478,140718.148409894,1819.4038854591681,141880.7068364511,140087.98286742804,131026.37518977255,18355220602.766056,19875782028.523342,18590114726.14297
217,60.0,7008,4,1900,1998,448.0,448,720,5,1900.0,1.0,280.0,86900,126870.46666666666,143270.97834803528,129050.19004524886,107077.42608695652,140718.148409894,1456.271751369457,53949.276118672555,62073.71403899514,63001.719876846124,3910750743.600222,3348831938.40127,3398897181.5872326
218,128.0,12160,6,1953,1953,1505.0,1505,1505,6,1953.0,2.0,505.0,149500,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,204792.03626943004,2003.1069704666877,152155.17518747138,172355.251656911,166117.51919029618,28631226824.665237,26224743510.33801,25275640234.107655
219,50.0,6305,5,1938,1950,920.0,954,954,5,1938.0,1.0,240.0,119750,126870.46666666666,143270.97834803528,227676.4838012959,107077.42608695652,140718.148409894,1690.4887079968967,96604.39661548393,103478.44399489391,106877.01001872082,11059466695.563917,9996472644.835873,10324789064.925554
220,68.0,8846,6,2005,2006,750.0,750,1500,6,2005.0,2.0,564.0,173900,184125.95686619717,143270.97834803528,227676.4838012959,202537.58217592593,204792.03626943004,2064.608410710048,176045.053959515,172061.88085388156,177205.2535538213,30490269223.659473,30290643099.297222,31196108423.792007
221,0.0,10659,5,1961,1961,1050.0,1050,1050,6,1961.0,1.0,368.0,136500,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1753.7531177745711,118823.49524627683,128556.48916916992,121162.97389458254,15576286541.183317,15275531379.6709,14397008052.587692
222,68.0,13108,8,1994,1994,2062.0,2079,2687,9,1994.0,2.0,618.0,270000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2618.059972904703,331425.86446995003,322498.65411602415,320240.43924154656,103277110648.92317,106884395230.7987,106135964413.86607
223,0.0,13500,6,1960,1975,1602.0,1252,1252,4,1960.0,2.0,564.0,235000,184125.95686619717,143270.97834803528,148415.5307068366,202537.58217592593,204792.03626943004,2013.6301208359273,156242.83208829106,195194.46963260384,157022.87081364408,30649995988.658127,30497736743.36995,24533698038.557613
224,62.0,7750,7,1999,2000,384.0,774,1430,7,1999.0,2.0,400.0,156000,184125.95686619717,143270.97834803528,227676.4838012959,202537.58217592593,204792.03626943004,2191.878513291115,162929.86843194327,189572.6895949209,201762.56934731314,38248672930.7519,30887053373.99008,32873148878.248558
225,60.0,12450,5,2003,2004,1114.0,1114,1114,6,2004.0,2.0,576.0,153000,184125.95686619717,143270.97834803528,227676.4838012959,202537.58217592593,140718.148409894,1823.785252998534,143419.4872951171,108166.38139840562,133788.65728022653,14471434930.153559,15513166962.727427,19187900633.032227
226,0.0,4500,6,1999,1999,1224.0,1224,1224,5,1999.0,2.0,402.0,165000,184125.95686619717,143270.97834803528,227676.4838012959,329506.6195652174,239800.66404715128,2087.1990983284604,184820.2759127806,189462.73739503213,181191.79802008855,34329094046.413742,35016555400.540535,33487918103.20558
227,77.0,11198,9,2005,2007,1122.0,1134,2504,11,2005.0,3.0,656.0,325000,309382.74524714827,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2719.102500028261,304491.3988077176,373931.178681541,408253.6193743887,152658757093.67038,113858827654.561,124309715631.62114
228,79.0,6221,5,1941,1950,728.0,760,1355,5,1966.0,2.0,528.0,140000,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1817.9789709135728,141380.26248013298,133603.93477885792,130759.44942993177,17469976953.355976,18888959367.4135,18486805282.16143
229,120.0,13200,6,1963,1963,741.0,1497,2294,9,1963.0,2.0,658.0,202500,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,2118.432352918024,196952.653022138,154430.14218502823,186173.76461580454,28750840940.740673,30415426209.9273,36667416864.201744
230,65.0,8769,9,2008,2008,1702.0,1702,1702,7,2008.0,3.0,1052.0,367294,309382.74524714827,374460.3086419753,227676.4838012959,329506.6195652174,239800.66404715128,2793.318294837465,369143.72477548226,382174.71774074854,351013.9232812879,134148647053.09897,141077398821.8385,129574587088.10999
231,85.0,10200,6,1988,1989,1461.0,1509,1509,5,1988.0,2.0,600.0,175000,184125.95686619717,230802.4849354376,148415.5307068366,202537.58217592593,204792.03626943004,2149.2822641332555,208936.12261478306,189275.56043476824,192821.68576107023,36496432636.403336,39546501702.980515,40287415378.96414
232,60.0,9550,7,1915,1970,756.0,961,1717,7,1998.0,3.0,642.0,140000,309382.74524714827,143270.97834803528,129050.19004524886,139988.4611048478,140718.148409894,2179.0916446337465,157205.80481000018,218933.56133425757,198589.4213144688,43477889251.685974,34417626709.4715,31219409804.49327
233,42.0,10331,7,1985,1985,1265.0,1240,1240,6,1985.0,2.0,528.0,174000,184125.95686619717,143270.97834803528,148415.5307068366,202537.58217592593,140718.148409894,2148.905667284333,143693.00042696553,189178.43181408383,192402.71209741215,36398443351.36509,27183616483.43382,27646922991.56277
234,59.0,9587,7,2005,2005,856.0,1166,1166,5,2005.0,2.0,400.0,190000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2215.9186779182382,173691.489239579,193989.2605694372,205304.52231965787,39826872476.351944,33694283564.79029,35659648229.32176
235,90.0,9900,5,1910,2002,504.0,764,1464,7,1915.1899845121322,0.0,0.0,129000,105669.15044247788,230802.4849354376,148415.5307068366,139988.4611048478,106065.99122807017,1911.2639210700752,174142.8775994377,136755.84838569938,132126.15834214468,18069024878.023247,23815056966.438107,23008829419.860023
236,0.0,22002,6,1959,1991,1592.0,1652,1652,6,1959.0,2.0,510.0,200000,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,204792.03626943004,2028.6028472077821,162058.9010534274,176833.57768934942,170714.02144376907,30187971173.638,28657455269.681843,27665726709.588455
237,100.0,13000,6,1968,1968,896.0,1182,2142,8,1968.0,1.0,509.0,193500,126870.46666666666,143270.97834803528,148415.5307068366,202537.58217592593,239800.66404715128,2165.1234713108793,215089.54792610524,200813.29296229806,197359.67967031905,39632447172.58108,43192840400.81322,42450004279.12987
238,75.0,8250,6,1964,1964,1092.0,1092,1092,6,1964.0,2.0,504.0,145000,184125.95686619717,143270.97834803528,148415.5307068366,202537.58217592593,204792.03626943004,1975.0657591624756,141262.7288312869,167429.84007605124,161062.13347994044,26966607250.854046,23651596096.92896,22752076486.76536
239,81.0,8170,7,1929,1950,1022.0,1122,1671,7,1963.0,2.0,451.0,218000,184125.95686619717,230802.4849354376,129050.19004524886,139988.4611048478,140718.148409894,2258.3496088531097,192685.76803585966,237661.93333711944,218257.82176409694,51871575886.4037,45794072157.950134,42055176016.448784
240,80.0,12048,5,1952,2002,0.0,1488,1488,7,2002.0,2.0,569.0,135000,184125.95686619717,143270.97834803528,108810.67647058824,107077.42608695652,204792.03626943004,1799.9116072686443,135034.8221885722,126821.37641886067,104493.32774385212,13251987651.062447,17125302014.430834,14110237931.78327
241,89.0,10858,5,1952,1952,1444.0,1624,1624,6,1952.0,1.0,240.0,146500,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,204792.03626943004,1863.5951279325418,157401.11678864632,147850.1317664038,140965.7464112586,20841804181.454044,23271775857.38047,22188165914.077213
242,61.0,7577,6,2005,2006,1362.0,1362,1362,6,2005.0,2.0,460.0,194700,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2119.208934711211,197254.3117283796,127287.34232376542,187048.86215613422,23808952548.538666,25107977101.80899,36896194564.18481
243,62.0,7500,7,2007,2008,1218.0,1218,1218,6,2008.0,2.0,462.0,230348,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2229.5974147209304,179814.7991620052,182709.50360770297,206950.1545209616,37811760004.06232,32853872696.20877,37212700471.73265
244,51.0,6120,6,1923,1950,1124.0,1068,1068,5,1923.0,1.0,288.0,109500,126870.46666666666,143270.97834803528,129050.19004524886,107077.42608695652,140718.148409894,1866.098957504872,98935.20493141329,129342.49909891952,139773.64892990523,18078673060.768963,12796526654.692741,13828534600.89159
245,69.0,23580,6,1979,1979,1625.0,1625,1625,6,1979.0,2.0,576.0,242500,184125.95686619717,143270.97834803528,148415.5307068366,202537.58217592593,239800.66404715128,2087.1888856001833,184816.30883754615,189461.19259499526,181276.15508707607,34344796531.83275,35015518283.366455,33502789863.455963
246,44.0,5306,7,1987,1987,1064.0,1064,1767,5,1987.0,2.0,504.0,239000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2346.263563966381,232040.60038842575,184149.2295965311,229721.7113064003,42303076158.67035,42730097796.64514,53304763813.79374
247,70.0,8092,6,1954,2000,1050.0,1050,1050,6,1954.0,1.0,286.0,156000,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,204792.03626943004,1904.6339921313258,113903.91626662263,155058.5684775404,148364.4028169681,23005171913.824234,17661778200.28813,16899286515.411406
248,77.0,8593,4,1957,1957,907.0,907,907,5,1964.0,1.0,352.0,109008,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1542.1846881984166,90546.69109830413,91394.69962043624,79095.58039227879,7228916811.256386,8275487634.553934,7161843085.020748
249,64.0,11067,2,1939,1950,0.0,640,845,4,1950.0,1.0,256.0,68104,126870.46666666666,143270.97834803528,129050.19004524886,107077.42608695652,140718.148409894,1018.2113518909665,83844.96367165376,23168.291003593185,22416.07511621878,519342151.45096064,1942544517.5305734,1879475003.7804255
250,0.0,11929,8,1995,1995,1242.0,1251,2501,9,1995.0,3.0,751.0,290000,309382.74524714827,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2594.2858956124915,317378.4802329598,319390.78590663517,313861.06516901794,100244332269.82628,101367762231.4585,99612747867.64087
251,90.0,9900,5,1966,1966,1209.0,1209,1209,6,1966.0,2.0,504.0,159000,184125.95686619717,143270.97834803528,227676.4838012959,202537.58217592593,204792.03626943004,1845.0381869782082,150883.7320094455,144590.62307791586,137620.22423995487,19898593970.977573,21816372823.567,20764653033.301144
252,50.0,4882,4,1937,1950,348.0,453,906,5,1937.0,1.0,231.0,87000,126870.46666666666,143270.97834803528,227676.4838012959,139988.4611048478,140718.148409894,1541.935192343565,90440.41020892096,90506.47019870047,79048.84294346877,7154431748.10481,8185442291.33195,7149209782.347883
253,0.0,11423,8,2001,2002,1581.0,1601,1601,6,2001.0,2.0,670.0,272000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2446.4708270309516,230039.0205828394,249120.20793424494,246048.99150249688,61295775925.11329,57307368640.587006,56600869020.62976
254,65.0,8772,7,2005,2006,1336.0,1336,1336,6,2005.0,2.0,502.0,198000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,140718.148409894,2258.5891556188376,192793.00155519883,211206.42886279695,212176.90564321436,44813126528.061935,40719121368.2132,40906222499.6495
255,63.0,7628,4,1940,1985,801.0,1095,1656,8,1958.0,2.0,440.0,119164,184125.95686619717,143270.97834803528,129050.19004524886,139988.4611048478,140718.148409894,1678.3792401897324,148563.19852039777,98530.30038068836,76169.64837952264,7505018334.725779,14637976575.730629,11316006593.435915
256,77.0,8335,5,1954,1954,0.0,1124,1124,5,1959.1899845121322,0.0,0.0,93000,105669.15044247788,143270.97834803528,108810.67647058824,107077.42608695652,106065.99122807017,1730.8500167341483,110779.69522100966,115729.21716703215,114437.7953557515,13243796470.84215,12820447405.929861,12677384091.274426
257,71.0,8220,7,2000,2001,982.0,1008,1892,8,2000.0,2.0,431.0,226750,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2367.6985621378735,241636.01397697118,221873.7048549628,247797.01416016335,54979641583.71312,53612677647.45617,59876682777.05696
258,107.0,10615,3,1900,1970,978.0,1014,1699,7,1920.0,2.0,420.0,95000,184125.95686619717,143270.97834803528,148415.5307068366,107077.42608695652,140718.148409894,1417.8625955804532,112500.5557632234,55769.25887734849,9685.2787701161,540140819.0298922,6274072618.204785,1089599244.3598099
